content	passageId	label	propertyName	propertyId	propertyDescription
Marcel de Lambertye (born 16 March 1884, date of death unknown) was a French sports shooter.	29721:21:113	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Nate Postma, President of VE is a founding board member of the Climbing Gym Association (CGA) and the Climbing Wall Association (CWA).	16590:1121:1255	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
David Schwab, Director of Safety & Training, began rock climbing in 1987 and in addition to being a VEGA guide, he is a nationally certified provider for the CWA in Boulder, CO and trains and certifies climbing instructors throughout the nation.	16590:1372:1617	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Nathaniel Dourif Friedman (born August 6, 1977), known as Nat, is a programmer who co-founded Ximian along with Miguel de Icaza in 1999, a company that was later bought by Novell in 2003.	7721:14:201	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
In May 2011, Friedman became the CEO of Xamarin, a new company co-founded with Miguel de Icaza.	7721:431:526	0	CEO	4	Describes the relationship between an organization and its CEO.
He taught as a professor at the German University of Prague (1894-), Vienna University (1909-1928), Tohoku Imperial University (now Tohoku University, Japan; 1922-1925), and a university in India.	5079:136:332	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
In June 2007, WizKids transferred the licenses for both Shadowrun and Classic BattleTech from FanPro's United States subsidiary to Catalyst, and in June 2008, Catalyst announced new novels for Shadowrun and Classic BattleTech, as well as the MechWarrior series.	1534:182:443	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Our offices are located in Vancouver and Surrey, with a subsidiary office (Pacific Quorum Sea to Sky Properties) located in Whistler.	20422:172:305	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
In 2012 Tatyana met Cristianne online and together they developed Fandango Media Group, which has become a very successful creative team.	11433:851:988	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Jenni, the daughter of the late Clinton and Lois Liggett, graduated from Portage Northern High School, Portage, Michigan and Hope College in Holland, Michigan.	30217:238:397	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Mabry was a member of the Killer Ds, the Democratic representatives who prevented the House from achieving a quorum in May 2003, thus blocking regular session consideration of congressional redistricting.	21213:205:409	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Atiyah grew up in Sudan and Egypt and spent most of his academic life in the United Kingdom at Oxford and Cambridge, and in the United States at the Institute for Advanced Study.	8360:144:322	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Occupy Central (Chinese: 佔領中環 or 佔中) was a civil disobedience campaign initiated by Benny Tai Yiu-ting, Associate Professor of Law at the University of Hong Kong, and advocated by Occupy Central with Love and Peace (organisation; OCLP; 讓愛與和平佔領中環 or 和平佔中).	26059:36:291	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Jackie Jordan was born on October 13, 1965 in Calgary, Alberta, Canada.	13801:15:86	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
The Coalition (formerly Zipline Studios, Microsoft Game Studios Vancouver and Black Tusk Studios) is a Canadian video game developer based in Vancouver, British Columbia, and a subsidiary of Xbox Game Studios.	20018:15:224	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
He is also Managing Partner of DCI Utility Locate Service, LLC, and DCI Utility Infrastructure Services, LLC, wholly owned subsidiaries of Dynamic Concepts, Inc.	15012:350:511	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
A graduate of Howard University's School of Business, Mr. Alfonso is active in various organizations including currently serving as Vice Chair of the Board of the D.C. Public Access Corporation, and Board Member and 3rd Vice President of the Girl Scout Council of The Nation's Capital.	15012:513:798	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Mildred McElroy Clingerman (March 14, 1918 – February 26, 1997) was an American science fiction author.	28656:20:123	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Clingerman was born Mildred McElroy in Allen, Oklahoma and her family moved to Tucson, Arizona in 1929.	28656:124:227	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Married and proud father of Mason and step-father of Jessica and Zachary.	20045:1023:1096	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
The Musée du Vin (in English: Wine Museum of Paris) is a cultural venue in the 16th arrondissement located at 5, square Charles Dickens, Paris, France next to the Trocadéro and the Eiffel Tower.	20570:14:208	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Sardar Tufail Ahmad Khan Mayo (born 2 January 1943 in Behwan District, Gur Ganwa, British Punjab (now Gurgaon, Haryana) and died on 24 June 2016, West Punjab, India) is a Pakistani politician affiliated with the Pakistan Muslim League (Q).	29814:31:270	0	DATE_OF_DEATH	14	Describes the date of death of a person.
I have graduated from Kazakh-turkish high school in 2015, and since I have been studying at Nazarbayev University, Astana in School of Humanities and Social Sciences and my major is Economics.	10349:18:210	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
He has studied at the Institute of Art and Design in Helsinki.	8019:86:148	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
Ann Maria was born in 1912 to Dominick and Antoinette Zorovich from Croatia.	14428:336:412	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Ann Maria Zorovich (1912-1993) circa 1930-1940 Ann Maria W. Zorovich (1912-1993) Housewife (b. February 21, 1912, Astoria, Queens, Queens County, New York City, New York, USA - d. October 22, 1993, Las Vegas, Clark County, Nevada, 89103, USA) Social Security Number 065162098.	14428:32:308	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Ann had been married before, and she married a second time to: Anthony LeRoy Winblad (1912-1970) on July 08, 1934 at the First Methodist and Episcopalian Church at 30 Road and Crescent in Astoria, Queens.	14428:427:631	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Ann was living at 1812 25th Avenue, Queens, Queens County, New York City and Anthony was living at 390 Grand Concourse in the Bronx.	14428:632:764	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
On July 27, 1957 she married Steve Karas (1923- ) aka Steve Karakitsos and they lived in Nevada until her death.	14428:1096:1208	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Take Me To Live With You at the Fondazione Carlo Gajani, in Bologna, Art City 2017.	26926:980:1063	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
He was elected as a fellow of the Royal Society of London and appointed to the Cavendish Professorship of Experimental Physics at the Cambridge University's Cavendish Laboratory in 1884.	5292:127:313	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Their team of clinical informatics experts are led by founder and CEO, Ralph A. Korpman, M.D. – widely recognized as one of the pioneers in the healthcare information systems marketplace for over 25 years.	1074:501:706	0	CEO	4	Describes the relationship between an organization and its CEO.
Rebecca can speak Chinese, fluent English, and fully native Indonesian.	9146:658:729	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
“Bewegung Technik Assanbar PJSC was founded in 2005 as ThyssenKrupp Assanbar PJSC, a subsidiary of Thyssen Krupp Elevator AG, Essen / Germany, with 26311 Registration Number.	30545:18:192	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
He is on the consultative committee of the Irish Historical Society, a board member of the Irish Research Council for the Humanities and Social Sciences (IRCHSS).	28977:291:453	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
was an American civil rights leader for 40 years and a former professor, who was convicted in 2010 of embezzling the estate of his deceased neighbor.	29679:44:193	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Prior to his appointment as Managing Director and CEO with ACAML he was the founding Managing Director & CEO of City Brokerage Limited, a wholly owned subsidiary of The City Bank Limited.	14853:773:960	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
