propertyId,propertyName,propertyDescription,content,label
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"I graduated Creekview High School in 2014, and I’ve been studying at the University of North Texas for 3 years.",5
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,Jean-Marie Guéhenno (born 30 October 1949 in Paris) is a former French diplomat.,9
5,DATE_FOUNDED,Describes the founding date of a company.,"It was established in 2004 and is mainly involved in the manufacturing and marketing of various industrial and consumer products including dairy products, fruit juices, ice cream, industry, chemicals and rice/agriculture produce.",2
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"Adam Guy Riess (born December 16, 1969) is an American astrophysicist at Johns Hopkins University and the Space Telescope Science Institute and is known for his research in using supernovae as cosmological probes.",11
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"His funeral was delayed until 13 January for the arrival of his son, Maurice, who lived in Tunis and was held at the Eglise Saint Thomas d'Aquin, Paris.",10
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"Parent company is CLP India Pvt Ltd which is 100% subsidiary of CLP Holding Ltd, headquarter in Hong Kong.Clp is doing power business in India since 2002 & presently having power Portfolio of 3000 MW in Thermal/Gas & wind Power.",14
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,The word is also written as Agasti and Agathiyar (Tamil: அகத்தியர் Agathiyar; Telugu: అగస్త్య; Kannada: ಅಗಸ್ತ್ಯ; Malayalam: അഗസ്ത്യന് or അഗസ്ത്യമുനി; Sanskrit: अगस्त्य; Malay: Anggasta; Thai: Akkhot).,9
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"She was born in Clifton, Gloucestershire (now in Bristol), England in 1846.",10
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Henry John LaRose (born October 25, 1951 in Pawtucket, Rhode Island) is a former pitcher in Major League Baseball who played briefly for the Boston Red Sox during the 1978 season.",10
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,Kenneth Lomas (16 November 1922 – 15 July 2000) was a British Labour Party politician.,12
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"He attended Georgetown University on a basketball scholarship, however, his athletic career was cut short by an ankle break after just three games.",5
4,CEO,Describes the relationship between an organization and its CEO.,"Mark Kryder (b. October 7, 1943 in Portland, Oregon) was Seagate Corp.'s senior vice president of research and chief technology officer.",0
4,CEO,Describes the relationship between an organization and its CEO.,"The O'Reilly Foundation is a personal charitable trust set up in 1998 by media magnate, and former CEO of Heinz, Sir Anthony ""Tony"" O'Reilly.",0
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Born in the small town of Weaver, Minnesota, he received his B.S. from Hamline University in St. Paul, MN and his Masters and Ph.D. from the University of Iowa in 1933; his dissertation advisor was Edward Chittenden.",10
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Myhailo Yosypovych Yadrenko (Ukrainian: Михайло Йосипович Ядренко) was born April 16, 1932, in the village of Drimailivka (Kulykivka district, Chernihiv region, Ukraine) and died September 28, 2004, in Kiev, Ukraine.",10
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"Jorge Pedro Busti (born 18 October 1947) is an Argentine politician, formerly Justicialist Party governor and senator for Entre Ríos Province.",12
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"The ""Gates"" in the firm's name is William H. Gates, Sr., father of Microsoft founder Bill Gates.",7
4,CEO,Describes the relationship between an organization and its CEO.,"Philip Caldwell, Ford's CEO at the time, put Veraldi in charge of a new car to turn Ford's fortunes around, aware that the future of the company would be riding on it.",0
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Outside of Arthur Ventures, Andrew is a co-founder of Emerging Prairie, an online community committed to informing, connecting and activating the entrepreneurial ecosystem in the upper Midwest; a Startup Weekend Fargo organizer; and a board member for the historic Fargo Theatre, a non-profit theatre committed to growing the arts community in Fargo-Moorhead.",9
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Originally started in 2007 in Montclair, 5,200 square feet but was bought by Jerry Alfaro in the summer for 2013 and moved the business to Ontario in the fall of 2014 to a 6,100 sq foot warehouse, near 10, 60 and 15 freeways and less then a mile from Ontario Mills and Airport.",10
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"He joined the Department of Physics & Astronomy as an instructor in 2010, and joined faculty of The University of Alabama in August 2015.",5
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"All minor parties lost a lot of votes to the DC in the attempt to fight the Communist progress: between them, historic Italian Liberal Party was nearly annihilated.",12
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,The 2006-07 season of Luxembourg's National Division ran from 5 August 2006 to 30 May 2007.,8
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"Livia was the daughter of a minor Mantuan noble, and was perhaps sent to the court in Ferrara because of her musical potential.",1
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Jason James Doering (born April 22, 1978 in Rhinelander, Wisconsin) is a former American football defensive back in the National Football League for the Indianapolis Colts and Washington Redskins.",8
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"After they evacuated it and moved to Bzoummar and Kheshbao convents, Bishop Youhanna Habib bought it with the surrounding properties, restored it and endowed it for the Congregation.",11
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"He was educated at Winchester College and Balliol College, Oxford, where he appeared in first-class cricket for the University team in one match in 1832.",5
5,DATE_FOUNDED,Describes the founding date of a company.,"It was formally created on March 20, 2008, by decree of Turkmenistan's President Gurbanguly Berdimuhamedow.",2
